,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,engine_unit,mileage_unit,max_power_unit
161,Maruti Alto K10 VXI,2011,175000,11000,Petrol,Dealer,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
162,Maruti Swift VXI,2012,340000,24300,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
163,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7.0,CC,kmpl,bhp
164,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
165,BMW 3 Series 320d Luxury Line,2016,2150000,30000,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,400Nm@ 1750-2500rpm,5.0,CC,kmpl,bhp
166,Toyota Camry 2.5 Hybrid,2016,1900000,41000,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,213Nm@ 4500rpm,5.0,CC,kmpl,bhp
167,BMW 5 Series 520d Luxury Line,2016,2900000,12000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,400Nm@ 1750-2500rpm,5.0,CC,kmpl,bhp
168,Toyota Camry W4 (AT),2009,450000,71000,Petrol,Dealer,Automatic,First Owner,12.1,2362,164.7,224Nm@ 4000rpm,5.0,CC,kmpl,bhp
169,Maruti Ertiga BSIV ZXI Plus,2016,850000,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,130Nm@ 4000rpm,7.0,CC,kmpl,bhp
170,Volvo XC90 T8 Excellence BSIV,2017,10000000,30000,Petrol,Individual,Automatic,First Owner,42.0,1969,400.0,640Nm@ 1740rpm,4.0,CC,kmpl,bhp
171,Volkswagen Vento Diesel Highline,2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5.0,CC,kmpl,bhp
172,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,575000,9500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5.0,CC,kmpl,bhp
173,Ford Figo Diesel LXI,2011,160000,120000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5.0,CC,kmpl,bhp
174,Maruti Swift VXI Optional,2015,515000,36600,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
175,Maruti Wagon R AMT VXI,2015,390000,50000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
176,Hyundai i20 Magna 1.2,2016,550000,14000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
177,Maruti 800 Std,1999,40000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,CC,kmpl,bhp
178,Maruti Ritz VDi,2010,220000,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,113Nm@ 4500rpm,5.0,CC,kmpl,bhp
179,Hyundai Grand i10 Magna,2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
180,Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,Petrol,Individual,Manual,First Owner,19.44,999,75.0,95Nm@ 3000-4300rpm,5.0,CC,kmpl,bhp
181,Hyundai Grand i10 Sportz,2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
182,Maruti Swift Dzire VXI,2014,487000,35000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
183,Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second Owner,19.1,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
184,Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second Owner,13.0,1493,100.0,13.1kgm@ 4600rpm,5.0,CC,kmpl,bhp
185,Toyota Corolla Altis Diesel D4DG,2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,205Nm@ 1800-2800rpm,5.0,CC,kmpl,bhp
186,Daewoo Matiz SD,2000,100000,60000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,71Nm@ 3500rpm,5.0,CC,kmpl,bhp
187,Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0,2982,168.5,343Nm@ 1400-3400rpm,7.0,CC,kmpl,bhp
188,Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0,CC,kmpl,bhp
189,Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
190,Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,146Nm at 4800 rpm,5.0,CC,kmpl,bhp
191,Maruti Zen LXI,2005,85000,90000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,78Nm@ 4500rpm,5.0,CC,kmpl,bhp
192,Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
193,Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2,1599,103.2,14.9 KGM at 3000 RPM,5.0,CC,kmpl,bhp
194,Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,115Nm@ 4000rpm,5.0,CC,kmpl,bhp
195,Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3,1341,83.0,115Nm@ 3200rpm,5.0,CC,kmpl,bhp
196,Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0,CC,kmpl,bhp
197,Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
198,Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0,CC,kmpl,bhp
199,Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
201,Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145Nm@ 4600rpm,5.0,CC,kmpl,bhp
202,Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,109Nm@ 4500rpm,5.0,CC,kmpl,bhp
203,Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0,CC,km/kg,bhp
204,Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115Nm@ 4000rpm,5.0,CC,kmpl,bhp
205,Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
207,Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
208,Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
209,Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0,CC,kmpl,bhp
210,Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
211,Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
212,Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,320Nm@ 1500-3000rpm,7.0,CC,kmpl,bhp
213,Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
214,Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
215,Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
216,Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,173Nm@ 4000rpm,5.0,CC,kmpl,bhp
217,Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109Nm@ 4500rpm,5.0,CC,kmpl,bhp
218,Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0,CC,kmpl,bhp
219,Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7.0,CC,kmpl,bhp
220,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
221,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
222,Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104Nm@ 4000rpm,5.0,CC,kmpl,bhp
223,Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
224,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5.0,CC,kmpl,bhp
225,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5.0,CC,kmpl,bhp
226,Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5.0,CC,kmpl,bhp
227,Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0,CC,kmpl,bhp
229,Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134Nm@ 4000rpm,5.0,CC,kmpl,bhp
230,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150Nm@ 4500rpm,5.0,CC,kmpl,bhp
231,Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,104Nm@ 4000rpm,5.0,CC,kmpl,bhp
232,Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
233,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162.0,340Nm@ 1800-3250rpm,7.0,CC,kmpl,bhp
234,Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,240Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
235,Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
237,Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
238,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
239,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
240,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5.0,CC,kmpl,bhp
241,Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5.0,CC,kmpl,bhp
242,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,"12.5@ 3,500(kgm@ rpm)",5.0,CC,kmpl,bhp
243,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
244,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,200Nm@ 1400-3400rpm,7.0,CC,kmpl,bhp
245,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
246,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0,CC,kmpl,bhp
247,Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5.0,CC,kmpl,bhp
248,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
249,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
250,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,"11.8@ 3,200(kgm@ rpm)",5.0,CC,kmpl,bhp
251,Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5.0,CC,kmpl,bhp
253,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
254,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4Nm@ 2500rpm,5.0,CC,kmpl,bhp
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
256,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
257,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7.0,CC,kmpl,bhp
258,Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,8.0,CC,kmpl,bhp
259,Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
260,Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
261,Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
262,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
263,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
264,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5.0,CC,kmpl,bhp
265,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343Nm@ 1400-3400rpm,7.0,CC,kmpl,bhp
266,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5.0,CC,kmpl,bhp
267,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,134Nm@ 4000rpm,5.0,CC,kmpl,bhp
268,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0,CC,kmpl,bhp
269,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115Nm@ 4000rpm,5.0,CC,kmpl,bhp
270,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,CC,kmpl,bhp
271,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0,CC,kmpl,bhp
272,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
273,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
274,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104Nm@ 4000rpm,5.0,CC,kmpl,bhp
275,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
276,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9.0,CC,kmpl,bhp
277,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223Nm@ 1600-2200rpm,7.0,CC,kmpl,bhp
278,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5.0,CC,kmpl,bhp
279,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0,CC,kmpl,bhp
280,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,"12.5@ 3,500(kgm@ rpm)",5.0,CC,kmpl,bhp
281,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,109Nm@ 4500rpm,5.0,CC,kmpl,bhp
282,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
283,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
284,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
285,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7.0,CC,kmpl,bhp
286,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7.0,CC,kmpl,bhp
287,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7.0,CC,kmpl,bhp
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,400Nm@ 1400-2800rpm,5.0,CC,kmpl,bhp
289,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,8.0,CC,kmpl,bhp
290,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
292,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8Nm@ 4000rpm,5.0,CC,kmpl,bhp
293,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
294,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8Nm@ 4000rpm,5.0,CC,kmpl,bhp
295,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
297,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
298,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,154.9Nm@ 4200rpm,5.0,CC,kmpl,bhp
299,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5.0,CC,kmpl,bhp
300,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
301,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5.0,CC,kmpl,bhp
302,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
303,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
304,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
305,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
307,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
308,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,108Nm@ 4400rpm,5.0,CC,kmpl,bhp
309,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0,CC,kmpl,bhp
310,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,CC,kmpl,bhp
311,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
312,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
313,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,130Nm@ 4000rpm,7.0,CC,kmpl,bhp
314,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,248Nm@ 2250rpm,5.0,CC,kmpl,bhp
315,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145Nm@ 4600rpm,5.0,CC,kmpl,bhp
317,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8.0,CC,kmpl,bhp
319,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
320,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
321,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0,CC,kmpl,bhp
322,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5.0,CC,kmpl,bhp
323,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0,CC,kmpl,bhp
324,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,"11.5@ 4,500(kgm@ rpm)",5.0,CC,kmpl,bhp
325,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
326,Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
327,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5.0,CC,kmpl,bhp
